image,pts
./data_train/sample5466.png,[ -32.  -43.  431.   21.  429.  609.  -36.  644.]
./data_train/sample5467.png,[   9.  -36.  386.   30.  428.  595.  -38.  589.]
./data_train/sample5468.png,[  16.   36.  371.   23.  439.  600.   37.  572.]
./data_train/sample5469.png,[  26.    9.  375.  -10.  392.  626.   33.  654.]
./data_train/sample5470.png,[ -31.  -12.  400.    3.  414.  572.  -18.  550.]
./data_train/sample5471.png,[ -12.  -32.  433.   13.  396.  655.   34.  543.]
./data_train/sample5472.png,[  22.  -37.  402.   50.  427.  603.   -3.  570.]
./data_train/sample5473.png,[   8.   -1.  384.  -48.  366.  572.   13.  585.]
./data_train/sample5474.png,[  17.   34.  384.  -50.  392.  544.  -12.  541.]
./data_train/sample5475.png,[ -37.   -1.  384.   34.  426.  569.   23.  604.]
./data_train/sample5476.png,[ -16.   16.  391.   43.  374.  556.  -37.  654.]
./data_train/sample5477.png,[   0.    9.  365.   22.  411.  645.  -32.  622.]
./data_train/sample5478.png,[  32.   23.  412.  -15.  403.  559.   17.  641.]
./data_train/sample5479.png,[ -19.   -5.  391.   35.  424.  639.  -26.  618.]
./data_train/sample5480.png,[  24.   28.  422.   40.  411.  599.  -10.  608.]
./data_train/sample5481.png,[ -10.   -3.  421.    1.  434.  583.   -3.  600.]
./data_train/sample5482.png,[ -15.   18.  369.  -25.  388.  583.   24.  635.]
./data_train/sample5483.png,[  38.   21.  401.   28.  387.  633.  -27.  611.]
./data_train/sample5484.png,[ -27.    3.  413.   20.  414.  596.   14.  640.]
./data_train/sample5485.png,[ -38.   23.  364.   17.  427.  544.  -11.  625.]
./data_train/sample5486.png,[ -27.    1.  414.   -6.  433.  563.  -24.  643.]
./data_train/sample5487.png,[   3.   28.  414.  -43.  410.  541.  -10.  568.]
./data_train/sample5488.png,[  14.   27.  404.  -54.  426.  547.  -19.  543.]
./data_train/sample5489.png,[  35.  -58.  404.  -18.  420.  628.   28.  601.]
./data_train/sample5490.png,[  -3.  -57.  406.  -50.  388.  550.  -18.  628.]
./data_train/sample5491.png,[ -32.   36.  397.   36.  416.  608.  -22.  560.]
./data_train/sample5492.png,[  -6.  -40.  405.   47.  424.  610.  -15.  621.]
./data_train/sample5493.png,[  12.   16.  400.   -4.  437.  630.    9.  643.]
./data_train/sample5494.png,[  24.    4.  368.  -13.  434.  655.  -28.  637.]
./data_train/sample5495.png,[  12.  -17.  388.   30.  377.  592.  -30.  651.]
./data_train/sample5496.png,[ -33.   16.  436.  -14.  397.  636.  -32.  598.]
./data_train/sample5497.png,[ -15.  -54.  366.  -26.  429.  600.   32.  579.]
./data_train/sample5498.png,[ -20.   52.  393.   -3.  436.  618.   32.  571.]
./data_train/sample5499.png,[ -27.   35.  428.  -30.  427.  611.   31.  623.]
./data_train/sample5500.png,[  33.  -58.  394.   41.  382.  643.   27.  613.]
./data_train/sample5501.png,[ -33.   29.  412.  -42.  380.  626.   -5.  586.]
./data_train/sample5502.png,[ -38.  -47.  410.   -6.  397.  649.   10.  615.]
./data_train/sample5503.png,[  -6.  -23.  372.  -32.  420.  650.  -14.  616.]
./data_train/sample5504.png,[ -28.  -14.  376.  -23.  431.  561.   -4.  583.]
./data_train/sample5505.png,[  -3.   32.  430.  -16.  363.  556.  -13.  560.]
./data_train/sample5506.png,[  -6.  -10.  384.   44.  373.  553.   11.  561.]
./data_train/sample5507.png,[ -19.  -46.  424.  -31.  368.  593.   -8.  656.]
./data_train/sample5508.png,[  -2.   24.  414.   49.  386.  603.  -16.  619.]
./data_train/sample5509.png,[  -5.   38.  415.   39.  381.  550.   -8.  559.]
./data_train/sample5510.png,[ -20.  -36.  398.   27.  418.  557.  -17.  549.]
./data_train/sample5511.png,[ -37.  -20.  400.  -19.  381.  611.   -9.  609.]
./data_train/sample5512.png,[  12.  -37.  373.  -19.  381.  596.  -21.  623.]
./data_train/sample5513.png,[  27.    6.  408.  -20.  431.  567.  -29.  600.]
./data_train/sample5514.png,[  20.   27.  394.  -12.  418.  587.   -1.  578.]
./data_train/sample5515.png,[ -39.   38.  435.    7.  377.  557.   16.  588.]
./data_train/sample5516.png,[  18.  -35.  407.  -22.  394.  622.  -36.  593.]
./data_train/sample5517.png,[ -16.  -27.  416.   43.  432.  633.   31.  630.]
./data_train/sample5518.png,[  31.   43.  364.  -33.  363.  570.  -14.  634.]
./data_train/sample5519.png,[ -23.  -33.  401.   -7.  393.  582.    0.  542.]
./data_train/sample5520.png,[  23.  -42.  381.   41.  433.  618.  -10.  618.]
./data_train/sample5521.png,[  -5.   18.  413.   47.  422.  640.   -7.  598.]
./data_train/sample5522.png,[ -34.  -23.  396.   43.  393.  616.  -34.  576.]
./data_train/sample5523.png,[  -5.   -7.  362.  -32.  419.  556.   15.  643.]
./data_train/sample5524.png,[  -7.   53.  416.   46.  400.  567.   27.  625.]
./data_train/sample5525.png,[ -13.  -31.  426.  -11.  418.  556.   31.  547.]
./data_train/sample5526.png,[  22.    9.  406.  -50.  398.  602.   12.  560.]
./data_train/sample5527.png,[ -36.  -58.  371.  -25.  388.  624.  -33.  544.]
./data_train/sample5528.png,[   7.  -20.  416.   59.  390.  558.  -32.  564.]
./data_train/sample5529.png,[  33.   -5.  391.  -12.  394.  597.    3.  630.]
./data_train/sample5530.png,[  28.  -26.  369.   51.  415.  575.  -10.  572.]
./data_train/sample5531.png,[ -26.  -14.  400.   35.  368.  654.  -11.  569.]
./data_train/sample5532.png,[ -18.   37.  418.  -29.  433.  565.   29.  574.]
./data_train/sample5533.png,[  -4.  -54.  396.   23.  409.  607.   28.  575.]
./data_train/sample5534.png,[ -39.   42.  414.   22.  375.  605.  -16.  616.]
./data_train/sample5535.png,[   7.  -26.  380.  -20.  376.  627.   32.  547.]
./data_train/sample5536.png,[  32.  -29.  367.  -48.  416.  548.  -12.  604.]
./data_train/sample5537.png,[ -25.  -15.  365.  -44.  368.  557.  -35.  624.]
./data_train/sample5538.png,[   4.   47.  432.   25.  395.  608.   25.  650.]
./data_train/sample5539.png,[   0.   17.  394.    6.  365.  647.  -16.  571.]
./data_train/sample5540.png,[  -6.  -21.  437.   43.  409.  542.    1.  645.]
./data_train/sample5541.png,[ -18.   41.  399.   50.  434.  558.   16.  587.]
./data_train/sample5542.png,[ -23.   38.  425.   33.  426.  625.  -26.  649.]
./data_train/sample5543.png,[ -34.   31.  368.   26.  382.  585.   12.  641.]
./data_train/sample5544.png,[  11.   51.  404.  -54.  406.  620.   -4.  616.]
./data_train/sample5545.png,[  17.   -6.  415.   -6.  431.  654.   26.  638.]
./data_train/sample5546.png,[  -9.   35.  423.   30.  438.  617.   39.  559.]
./data_train/sample5547.png,[  29.  -44.  436.   20.  374.  544.  -39.  600.]
./data_train/sample5548.png,[  -8.   21.  413.   -5.  421.  567.    7.  568.]
./data_train/sample5549.png,[   0.   17.  401.    5.  367.  580.  -17.  615.]
./data_train/sample5550.png,[ -23.   51.  406.  -18.  425.  596.   20.  547.]
./data_train/sample5551.png,[  21.    7.  420.  -10.  395.  639.   32.  646.]
./data_train/sample5552.png,[   8.    8.  377.  -29.  393.  545.   32.  546.]
./data_train/sample5553.png,[ -14.   -2.  436.  -16.  404.  659.   23.  566.]
./data_train/sample5554.png,[   1.  -30.  438.  -54.  384.  629.  -34.  631.]
./data_train/sample5555.png,[ -19.  -57.  425.   15.  431.  603.   28.  565.]
./data_train/sample5556.png,[   0.  -35.  395.  -15.  404.  597.  -23.  594.]
./data_train/sample5557.png,[  27.    0.  403.  -28.  411.  571.  -24.  659.]
./data_train/sample5558.png,[  -4.   10.  389.  -31.  406.  650.   -6.  559.]
./data_train/sample5559.png,[   4.  -37.  433.   32.  411.  649.   19.  639.]
./data_train/sample5560.png,[  26.  -16.  403.  -13.  431.  588.   -3.  588.]
./data_train/sample5561.png,[  -4.  -17.  397.  -35.  404.  592.    9.  574.]
./data_train/sample5562.png,[  -2.  -44.  405.   59.  436.  598.    7.  635.]
./data_train/sample5563.png,[  14.   25.  382.  -43.  424.  609.   22.  610.]
./data_train/sample5564.png,[ -34.   -6.  366.    8.  426.  600.   16.  652.]
./data_train/sample5565.png,[ -37.   49.  362.   28.  397.  656.   26.  560.]
./data_train/sample5566.png,[  28.  -56.  366.   -7.  404.  563.   -2.  641.]
./data_train/sample5567.png,[ -26.   40.  430.   23.  386.  648.   21.  620.]
./data_train/sample5568.png,[  28.  -13.  374.  -45.  368.  596.    7.  616.]
./data_train/sample5569.png,[  16.   41.  384.   12.  430.  582.   30.  570.]
./data_train/sample5570.png,[ -25.  -18.  414.  -24.  436.  615.   29.  563.]
./data_train/sample5571.png,[  -6.   28.  431.    6.  373.  617.   25.  634.]
./data_train/sample5572.png,[ -17.  -23.  439.   13.  417.  647.   -9.  614.]
./data_train/sample5573.png,[  25.   52.  385.   23.  425.  589.   36.  583.]
./data_train/sample5574.png,[   7.   29.  379.   -9.  363.  650.   14.  629.]
./data_train/sample5575.png,[ -29.   54.  427.  -37.  420.  624.   12.  624.]
./data_train/sample5576.png,[  38.  -40.  418.  -26.  401.  597.  -13.  551.]
./data_train/sample5577.png,[ -33.   12.  433.   25.  371.  585.   19.  627.]
./data_train/sample5578.png,[  33.  -32.  375.    7.  425.  646.   11.  633.]
./data_train/sample5579.png,[  29.  -39.  382.  -59.  399.  593.   -9.  636.]
./data_train/sample5580.png,[   7.    6.  417.  -16.  364.  656.  -21.  568.]
./data_train/sample5581.png,[ -23.   47.  381.   24.  386.  631.   24.  616.]
./data_train/sample5582.png,[  19.    6.  408.  -21.  433.  607.   17.  593.]
./data_train/sample5583.png,[   1.   42.  431.  -40.  430.  621.   20.  616.]
./data_train/sample5584.png,[   1.   30.  396.  -57.  394.  607.   15.  632.]
./data_train/sample5585.png,[  19.  -18.  384.  -52.  369.  658.    6.  622.]
./data_train/sample5586.png,[  21.  -50.  437.   10.  421.  616.   -1.  563.]
./data_train/sample5587.png,[ -23.  -27.  429.   40.  414.  550.   38.  601.]
./data_train/sample5588.png,[ -16.  -36.  415.  -20.  400.  628.  -11.  655.]
./data_train/sample5589.png,[   7.  -40.  392.  -23.  387.  626.   20.  598.]
./data_train/sample5590.png,[ -38.   44.  404.  -37.  425.  595.  -10.  552.]
./data_train/sample5591.png,[  38.  -34.  401.   19.  362.  653.   14.  561.]
./data_train/sample5592.png,[ -39.  -54.  382.    3.  412.  636.  -15.  588.]
./data_train/sample5593.png,[  -6.  -20.  367.  -22.  367.  589.   24.  566.]
./data_train/sample5594.png,[ -20.  -50.  411.  -26.  378.  550.   33.  606.]
./data_train/sample5595.png,[  37.   55.  366.   43.  376.  638.   -8.  624.]
./data_train/sample5596.png,[   8.   42.  437.   42.  369.  655.    3.  641.]
./data_train/sample5597.png,[  14.  -49.  435.  -47.  435.  557.   26.  594.]
./data_train/sample5598.png,[  37.    1.  403.   30.  427.  651.    5.  637.]
./data_train/sample5599.png,[ -22.   14.  398.   37.  402.  556.   22.  545.]
./data_train/sample5600.png,[  36.   57.  415.   14.  400.  654.  -12.  541.]
./data_train/sample5601.png,[  14.   57.  435.   18.  396.  633.  -26.  562.]
./data_train/sample5602.png,[  23.    5.  406.   25.  437.  562.    2.  627.]
./data_train/sample5603.png,[  24.   36.  397.   35.  431.  643.  -35.  592.]
./data_train/sample5604.png,[  -8.   26.  387.   38.  385.  605.  -20.  563.]
./data_train/sample5605.png,[  16.   59.  403.   56.  411.  622.    0.  603.]
./data_train/sample5606.png,[  25.  -29.  406.   22.  365.  633.   -4.  569.]
./data_train/sample5607.png,[  -2.   38.  413.    0.  439.  597.  -17.  656.]
./data_train/sample5608.png,[ -21.   44.  438.   -7.  397.  599.  -31.  611.]
./data_train/sample5609.png,[ -34.   -7.  378.   57.  391.  564.  -38.  542.]
./data_train/sample5610.png,[ -36.   55.  394.   45.  377.  553.   25.  633.]
./data_train/sample5611.png,[ -26.  -51.  407.   39.  365.  643.  -19.  588.]
./data_train/sample5612.png,[  22.    6.  379.   20.  409.  615.   21.  595.]
./data_train/sample5613.png,[  32.   40.  437.   48.  401.  558.  -30.  659.]
./data_train/sample5614.png,[  20.  -44.  370.  -26.  379.  587.  -28.  577.]
./data_train/sample5615.png,[   0.  -18.  369.   -5.  396.  653.  -24.  565.]
./data_train/sample5616.png,[   0.   40.  424.   42.  368.  553.   27.  616.]
./data_train/sample5617.png,[   7.   14.  412.  -10.  368.  603.  -23.  560.]
./data_train/sample5618.png,[  -6.   -3.  386.  -13.  402.  565.  -10.  648.]
./data_train/sample5619.png,[ -18.    0.  367.  -27.  427.  647.  -35.  542.]
./data_train/sample5620.png,[ -12.   11.  435.    7.  378.  568.    6.  566.]
./data_train/sample5621.png,[ -15.  -59.  428.    0.  395.  567.  -15.  554.]
./data_train/sample5622.png,[ -39.  -34.  374.   24.  364.  658.   10.  654.]
./data_train/sample5623.png,[ -30.   41.  418.   43.  379.  587.   39.  610.]
./data_train/sample5624.png,[  11.   13.  368.    5.  417.  593.  -35.  629.]
./data_train/sample5625.png,[ -21.  -16.  378.   18.  433.  617.  -30.  620.]
./data_train/sample5626.png,[ -33.  -22.  376.  -16.  368.  558.    7.  604.]
./data_train/sample5627.png,[ -13.  -40.  382.   40.  423.  610.  -23.  656.]
./data_train/sample5628.png,[  25.   31.  409.  -26.  365.  552.    9.  584.]
./data_train/sample5629.png,[  26.   10.  376.   39.  427.  645.    8.  646.]
./data_train/sample5630.png,[  13.  -39.  411.  -21.  363.  625.  -17.  637.]
./data_train/sample5631.png,[ -18.   -2.  410.   55.  422.  638.   30.  630.]
./data_train/sample5632.png,[  28.  -48.  389.    3.  384.  656.    3.  635.]
./data_train/sample5633.png,[ -16.   23.  365.    8.  401.  559.    7.  542.]
./data_train/sample5634.png,[  28.   40.  429.  -59.  439.  586.   30.  595.]
./data_train/sample5635.png,[  11.   25.  435.  -35.  387.  621.  -20.  641.]
./data_train/sample5636.png,[ -20.   54.  371.  -18.  402.  571.  -26.  642.]
./data_train/sample5637.png,[  14.   30.  415.   46.  405.  551.    2.  553.]
./data_train/sample5638.png,[ -28.  -51.  398.    0.  396.  572.    7.  588.]
./data_train/sample5639.png,[ -33.  -38.  412.  -40.  418.  578.  -28.  652.]
./data_train/sample5640.png,[  -7.  -56.  433.   39.  382.  565.  -16.  613.]
./data_train/sample5641.png,[ -34.   14.  437.   -9.  404.  589.   28.  561.]
./data_train/sample5642.png,[   7.   -6.  373.  -41.  424.  610.   25.  584.]
./data_train/sample5643.png,[  -1.   -9.  395.  -19.  401.  576.   -6.  628.]
./data_train/sample5644.png,[ -32.  -44.  418.   53.  373.  544.  -27.  643.]
./data_train/sample5645.png,[  13.   36.  427.  -24.  367.  621.   28.  632.]
./data_train/sample5646.png,[  -8.   50.  408.    4.  388.  546.    6.  632.]
./data_train/sample5647.png,[  24.  -10.  422.  -58.  408.  620.  -10.  654.]
./data_train/sample5648.png,[ -10.   50.  396.   44.  391.  567.    1.  656.]
./data_train/sample5649.png,[  10.  -38.  378.  -53.  365.  633.  -38.  626.]
./data_train/sample5650.png,[  -9.  -29.  382.   53.  371.  605.   -4.  631.]
./data_train/sample5651.png,[  14.   12.  369.  -24.  429.  600.  -27.  623.]
./data_train/sample5652.png,[ -32.  -44.  439.  -46.  379.  549.  -39.  622.]
./data_train/sample5653.png,[   6.   57.  380.   -8.  416.  600.   16.  547.]
./data_train/sample5654.png,[  23.  -29.  376.  -14.  363.  565.   -5.  613.]
./data_train/sample5655.png,[  31.   -7.  416.  -38.  425.  649.    5.  592.]
./data_train/sample5656.png,[ -22.   20.  387.   31.  438.  574.  -27.  566.]
./data_train/sample5657.png,[ -39.  -38.  413.   21.  382.  655.   28.  605.]
./data_train/sample5658.png,[  34.  -30.  434.  -42.  390.  569.  -19.  547.]
./data_train/sample5659.png,[ -29.  -58.  420.    6.  399.  603.   -6.  602.]
./data_train/sample5660.png,[  11.   10.  422.  -48.  409.  564.  -24.  648.]
./data_train/sample5661.png,[ -24.  -50.  370.   22.  389.  567.  -32.  555.]
./data_train/sample5662.png,[  -1.   50.  365.  -22.  397.  652.    5.  567.]
./data_train/sample5663.png,[  -2.  -20.  390.  -14.  431.  604.   34.  588.]
./data_train/sample5664.png,[ -38.  -36.  383.  -39.  372.  603.    2.  618.]
./data_train/sample5665.png,[  38.  -28.  425.   24.  397.  574.   34.  638.]
./data_train/sample5666.png,[  21.    4.  417.   57.  393.  575.  -19.  597.]
./data_train/sample5667.png,[  27.   55.  408.  -46.  408.  554.  -14.  639.]
./data_train/sample5668.png,[  -3.   12.  418.   31.  370.  580.   -9.  589.]
./data_train/sample5669.png,[ -11.   39.  388.   17.  438.  550.   23.  574.]
./data_train/sample5670.png,[ -10.   12.  391.    3.  365.  578.   18.  644.]
./data_train/sample5671.png,[  31.   56.  424.    0.  415.  607.  -29.  611.]
./data_train/sample5672.png,[ -16.   11.  387.  -15.  407.  568.   22.  582.]
./data_train/sample5673.png,[  39.    6.  392.   -6.  404.  574.  -25.  545.]
./data_train/sample5674.png,[   0.   -5.  411.  -22.  428.  613.   12.  633.]
./data_train/sample5675.png,[ -16.   43.  372.    9.  381.  618.   -1.  552.]
./data_train/sample5676.png,[  34.  -35.  411.   53.  413.  605.  -12.  569.]
./data_train/sample5677.png,[ -32.   42.  419.  -50.  393.  605.    6.  586.]
./data_train/sample5678.png,[ -12.  -31.  364.  -14.  367.  569.  -32.  616.]
./data_train/sample5679.png,[  20.   28.  384.   -3.  425.  634.  -10.  625.]
./data_train/sample5680.png,[ -30.  -45.  429.   21.  388.  574.    8.  570.]
./data_train/sample5681.png,[ -24.  -40.  414.  -50.  418.  601.   -6.  592.]
./data_train/sample5682.png,[ -17.    4.  421.  -37.  388.  625.  -16.  558.]
./data_train/sample5683.png,[   3.   55.  375.    0.  399.  553.  -23.  598.]
./data_train/sample5684.png,[  -2.  -44.  396.  -41.  435.  657.   39.  611.]
./data_train/sample5685.png,[  -8.  -30.  416.   18.  439.  587.   36.  628.]
./data_train/sample5686.png,[ -10.  -21.  423.  -46.  416.  597.   31.  592.]
./data_train/sample5687.png,[  -6.  -28.  385.  -59.  409.  622.    6.  633.]
./data_train/sample5688.png,[ -35.    3.  377.  -24.  382.  657.  -39.  559.]
./data_train/sample5689.png,[   0.   45.  428.   48.  374.  631.   -6.  541.]
./data_train/sample5690.png,[ -22.  -39.  431.  -34.  368.  652.  -34.  644.]
./data_train/sample5691.png,[  28.   56.  439.   22.  417.  596.   -7.  607.]
./data_train/sample5692.png,[  34.   28.  406.  -42.  362.  544.   21.  593.]
./data_train/sample5693.png,[  34.   16.  375.    9.  430.  618.   36.  596.]
./data_train/sample5694.png,[  36.    9.  394.   25.  370.  578.  -38.  655.]
./data_train/sample5695.png,[  -1.   59.  411.   42.  361.  603.  -33.  589.]
./data_train/sample5696.png,[  -6.   18.  387.    2.  422.  619.    8.  619.]
./data_train/sample5697.png,[  -3.   24.  387.   46.  431.  658.    4.  549.]
./data_train/sample5698.png,[ -35.   14.  433.   52.  381.  570.   -6.  544.]
./data_train/sample5699.png,[  -8.   35.  430.  -30.  399.  590.  -14.  564.]
./data_train/sample5700.png,[ -29.   26.  366.  -47.  391.  595.  -22.  581.]
./data_train/sample5701.png,[  -3.  -29.  406.   53.  365.  600.    0.  557.]
./data_train/sample5702.png,[   3.   16.  368.  -19.  389.  583.   13.  602.]
./data_train/sample5703.png,[  36.   47.  390.   55.  419.  584.   31.  552.]
./data_train/sample5704.png,[ -14.   35.  371.    7.  387.  638.   13.  599.]
./data_train/sample5705.png,[  35.  -41.  414.   55.  431.  573.  -32.  542.]
./data_train/sample5706.png,[   2.   -2.  400.  -14.  439.  600.  -37.  653.]
./data_train/sample5707.png,[ -21.   41.  424.  -26.  400.  569.   -8.  543.]
./data_train/sample5708.png,[ -29.   -9.  366.  -16.  412.  649.  -32.  639.]
./data_train/sample5709.png,[   5.  -57.  377.  -58.  406.  651.  -14.  595.]
./data_train/sample5710.png,[  30.    7.  361.  -44.  427.  643.  -32.  558.]
./data_train/sample5711.png,[  17.  -36.  365.   59.  410.  656.  -19.  601.]
./data_train/sample5712.png,[  34.   33.  395.  -46.  368.  619.   28.  639.]
./data_train/sample5713.png,[  16.   31.  401.  -23.  411.  649.  -17.  584.]
./data_train/sample5714.png,[  35.   52.  430.   14.  426.  637.   -1.  633.]
./data_train/sample5715.png,[  -4.    7.  425.   11.  426.  556.   -3.  565.]
./data_train/sample5716.png,[   9.   35.  435.   40.  420.  559.   16.  611.]
./data_train/sample5717.png,[ -36.  -40.  433.  -43.  412.  547.  -17.  654.]
./data_train/sample5718.png,[  10.   21.  380.   29.  428.  541.   29.  591.]
./data_train/sample5719.png,[  11.    0.  391.   35.  423.  551.   25.  567.]
./data_train/sample5720.png,[ -25.  -52.  390.   50.  363.  583.   23.  609.]
./data_train/sample5721.png,[ -31.  -46.  400.  -25.  390.  635.   -7.  555.]
./data_train/sample5722.png,[  31.  -35.  379.    0.  365.  631.   38.  658.]
./data_train/sample5723.png,[ -12.   54.  367.   31.  369.  622.  -29.  628.]
./data_train/sample5724.png,[  -5.   34.  401.   41.  400.  627.    3.  640.]
./data_train/sample5725.png,[ -24.   27.  371.   24.  363.  568.    4.  595.]
./data_train/sample5726.png,[ -17.   -6.  426.   29.  385.  576.  -19.  648.]
./data_train/sample5727.png,[  23.   36.  413.  -19.  368.  594.   15.  574.]
./data_train/sample5728.png,[  19.   19.  363.  -57.  390.  591.   36.  590.]
./data_train/sample5729.png,[ -30.   34.  399.   54.  376.  613.    9.  657.]
./data_train/sample5730.png,[  20.   15.  394.  -48.  361.  577.   23.  595.]
./data_train/sample5731.png,[  38.  -22.  376.   31.  417.  565.  -18.  630.]
./data_train/sample5732.png,[  15.   37.  417.  -40.  398.  650.   -5.  641.]
./data_train/sample5733.png,[  15.  -12.  409.  -30.  400.  583.  -22.  572.]
./data_train/sample5734.png,[  -5.  -14.  396.  -25.  392.  542.    2.  578.]
./data_train/sample5735.png,[ -31.   24.  391.    6.  397.  608.  -14.  570.]
./data_train/sample5736.png,[  36.  -13.  427.   58.  364.  653.   -9.  605.]
./data_train/sample5737.png,[  38.  -39.  436.   33.  411.  601.   21.  619.]
./data_train/sample5738.png,[  29.  -43.  364.   -1.  366.  597.  -34.  569.]
./data_train/sample5739.png,[  26.   21.  387.   18.  380.  617.    6.  542.]
./data_train/sample5740.png,[  38.  -52.  399.   50.  395.  657.   12.  604.]
./data_train/sample5741.png,[  26.  -28.  378.   21.  394.  574.   29.  570.]
./data_train/sample5742.png,[ -22.  -13.  375.    7.  414.  576.  -36.  618.]
./data_train/sample5743.png,[  38.    1.  378.  -22.  393.  548.   -5.  605.]
./data_train/sample5744.png,[   6.   12.  398.   48.  381.  649.   10.  581.]
./data_train/sample5745.png,[  19.  -37.  439.  -59.  373.  553.  -29.  637.]
./data_train/sample5746.png,[ -12.  -50.  395.   52.  376.  620.   -9.  609.]
./data_train/sample5747.png,[ -18.   -8.  377.  -41.  433.  589.   -8.  585.]
./data_train/sample5748.png,[  16.   41.  379.    7.  415.  596.  -11.  597.]
./data_train/sample5749.png,[ -29.   55.  386.  -40.  420.  542.  -32.  565.]
./data_train/sample5750.png,[ -30.   19.  392.   37.  394.  649.  -32.  579.]
./data_train/sample5751.png,[  18.   56.  418.  -39.  426.  599.   37.  657.]
./data_train/sample5752.png,[   5.   28.  418.  -27.  364.  631.   19.  628.]
./data_train/sample5753.png,[  -6.   35.  415.   -4.  363.  587.   -8.  644.]
./data_train/sample5754.png,[ -22.  -58.  374.  -26.  390.  607.   19.  614.]
./data_train/sample5755.png,[ -22.   -1.  405.    6.  431.  593.   21.  600.]
./data_train/sample5756.png,[  25.   14.  437.  -37.  378.  632.   30.  583.]
./data_train/sample5757.png,[ -38.   18.  392.   29.  404.  623.   13.  614.]
./data_train/sample5758.png,[  39.    5.  386.   46.  406.  575.  -36.  619.]
./data_train/sample5759.png,[   0.   33.  401.  -47.  397.  656.   21.  541.]
./data_train/sample5760.png,[  33.   31.  413.    3.  381.  632.  -26.  560.]
./data_train/sample5761.png,[  10.   21.  395.  -20.  430.  560.  -38.  564.]
./data_train/sample5762.png,[ -16.   36.  376.  -42.  413.  650.   32.  569.]
./data_train/sample5763.png,[  37.  -21.  424.  -10.  368.  597.  -36.  592.]
./data_train/sample5764.png,[  18.   -8.  429.  -37.  398.  567.  -11.  640.]
./data_train/sample5765.png,[  -9.  -13.  386.   -1.  385.  605.    2.  560.]
./data_train/sample5766.png,[ -17.  -49.  371.  -58.  420.  611.   18.  654.]
./data_train/sample5767.png,[ -26.  -21.  400.   22.  384.  646.   33.  581.]
./data_train/sample5768.png,[   4.   50.  429.    1.  394.  574.   27.  645.]
./data_train/sample5769.png,[  10.   29.  388.   -7.  376.  622.  -35.  601.]
./data_train/sample5770.png,[ -18.   -6.  393.  -34.  424.  559.   37.  652.]
./data_train/sample5771.png,[  13.  -15.  372.   38.  418.  655.  -16.  646.]
./data_train/sample5772.png,[ -22.  -16.  372.   51.  414.  627.    6.  558.]
./data_train/sample5773.png,[  25.   40.  424.    9.  369.  632.  -12.  646.]
./data_train/sample5774.png,[  21.  -28.  382.  -27.  427.  639.    8.  628.]
./data_train/sample5775.png,[ -12.   48.  425.  -17.  382.  544.    3.  649.]
./data_train/sample5776.png,[   0.   17.  420.  -24.  385.  630.   15.  642.]
./data_train/sample5777.png,[  26.  -38.  403.   55.  363.  568.  -11.  639.]
./data_train/sample5778.png,[  -1.  -15.  399.  -33.  439.  636.  -25.  602.]
./data_train/sample5779.png,[  38.  -34.  409.   46.  433.  657.  -28.  555.]
./data_train/sample5780.png,[ -26.  -40.  421.    0.  373.  553.   32.  603.]
./data_train/sample5781.png,[  -5.   52.  409.   44.  375.  575.   16.  601.]
./data_train/sample5782.png,[ -24.  -12.  428.  -24.  383.  594.  -11.  609.]
./data_train/sample5783.png,[ -25.   46.  394.  -42.  380.  569.   34.  616.]
./data_train/sample5784.png,[  35.  -16.  384.  -46.  423.  560.   -9.  642.]
./data_train/sample5785.png,[ -15.  -52.  383.  -22.  397.  587.   -3.  629.]
./data_train/sample5786.png,[  -1.  -43.  432.   41.  370.  587.   28.  566.]
./data_train/sample5787.png,[ -25.  -21.  390.   53.  401.  613.   -9.  567.]
./data_train/sample5788.png,[  24.   27.  383.  -28.  388.  624.    0.  657.]
./data_train/sample5789.png,[ -31.  -58.  421.    3.  412.  592.   32.  644.]
./data_train/sample5790.png,[  13.  -10.  376.   33.  424.  610.   28.  596.]
./data_train/sample5791.png,[  27.  -11.  411.    0.  422.  551.   -6.  624.]
./data_train/sample5792.png,[  -6.  -54.  428.  -17.  408.  559.   31.  637.]
./data_train/sample5793.png,[  30.   -4.  378.  -35.  412.  589.   38.  608.]
./data_train/sample5794.png,[ -18.    3.  409.   57.  427.  578.  -13.  583.]
./data_train/sample5795.png,[ -22.   11.  390.  -39.  420.  639.   28.  557.]
./data_train/sample5796.png,[  26.  -29.  369.    6.  404.  651.  -21.  629.]
./data_train/sample5797.png,[  19.  -30.  424.   -9.  380.  565.  -29.  607.]
./data_train/sample5798.png,[  38.   35.  419.    9.  413.  589.  -37.  641.]
./data_train/sample5799.png,[  10.  -51.  411.    6.  406.  635.   28.  571.]
./data_train/sample5800.png,[  10.  -29.  413.  -22.  433.  568.   29.  639.]
./data_train/sample5801.png,[ -27.   54.  373.   51.  371.  585.   -4.  650.]
./data_train/sample5802.png,[  37.  -35.  400.  -29.  375.  627.   -1.  600.]
./data_train/sample5803.png,[ -29.  -28.  393.  -18.  421.  587.   32.  656.]
./data_train/sample5804.png,[  -8.   17.  409.    0.  420.  583.  -26.  565.]
./data_train/sample5805.png,[  18.   -3.  385.  -32.  373.  613.   30.  655.]
./data_train/sample5806.png,[  24.    9.  394.    0.  391.  653.  -32.  573.]
